pid,order,file_name,label,_date,object_type,source
gbby-45g019,18,gbby-45g019.jpg,GBBY 45G/019: Donald Elser: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g019.jpg
gbby-45g020,19,gbby-45g020.jpg,GBBY 45G/020: Christy Flanagan: Football Player - c1925-1927,1925-1927,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g020.jpg
gbby-45g020a,20,gbby-45g020a.jpg,GBBY 45G/020a: Wallace (Wally) Fromhart: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g020a.jpg
gbby-45g021,21,gbby-45g021.jpg,GBBY 45G/021: Frank Gaul: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g021.jpg
gbby-45g022,22,gbby-45g022.jpg,GBBY 45G/022: Dan Hanley: Football Player - c1930-1934,1930-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g022.jpg
gbby-45g023,23,gbby-45g023.jpg,GBBY 45G/023: Dan Hanley: Football Player - c1930-1934,1930-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g023.jpg
gbby-45g024,24,gbby-45g024.jpg,GBBY 45G/024: Frank Hering: Chairman of Stadium Committee - 1927,1927,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g024.jpg
gbby-45g025,25,gbby-45g025.jpg,GBBY 45G/025: Max Houser: Football Player - c1923-1924,1923-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g025.jpg
gbby-45g026,26,gbby-45g026.jpg,GBBY 45G/026: Charles (Chuck) Jaskwhich: Football Player - 1931,1931,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g026.jpg
gbby-45g027,27,gbby-45g027.jpg,GBBY 45G/027: Noble Kizer: Football Player - c1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g027.jpg
gbby-45g028,28,gbby-45g028.jpg,GBBY 45G/028: George Keogan (includes Keogan as Football Coach) - c1920-1930s,1920-1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g028.jpg
gbby-45g029,29,gbby-45g029.jpg,GBBY 45G/029: George Keogan (includes Keogan as Football Coach) - c1920-1930s,1920-1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g029.jpg
gbby-45g030,30,gbby-45g030.jpg,GBBY 45G/030: George Keogan (includes Keogan as Football Coach) - c1920-1930s,1920-1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g030.jpg
gbby-45g031,31,gbby-45g031.jpg,GBBY 45G/031: John Lautar: Football Player - c1934-1936,1934-1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g031.jpg
gbby-45g032,32,gbby-45g032.jpg,GBBY 45G/032: John Lautar: Football Player - c1934-1936,1934-1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g032.jpg
gbby-45g033,33,gbby-45g033.jpg,GBBY 45G/033: Football Coach Elmer Layden at Press Conference - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g033.jpg
gbby-45g034,34,gbby-45g034.jpg,GBBY 45G/034: Football Coach Elmer Layden at Press Conference - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g034.jpg
gbby-45g035,35,gbby-45g035.jpg,GBBY 45G/035: Football Coach Elmer Layden on Sidelines - Bench - c1934-1940,1934-1940,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g035.jpg
gbby-45g036,36,gbby-45g036.jpg,GBBY 45G/036: Francis Louis (Mike) Layden: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g036.jpg
gbby-45g037,37,gbby-45g037.jpg,GBBY 45G/037: Francis Louis (Mike) Layden: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g037.jpg
gbby-45g038,38,gbby-45g038.jpg,GBBY 45G/038: Francis Louis (Mike) Layden: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g038.jpg
gbby-45g039,39,gbby-45g039.jpg,GBBY 45G/039: Francis Louis (Mike) Layden: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g039.jpg
gbby-45g040,40,gbby-45g040.jpg,GBBY 45G/040: Francis Louis (Mike) Layden: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g040.jpg
gbby-45g041,41,gbby-45g041.jpg,GBBY 45G/041: Bernie Livergood: Football Player - c1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g041.jpg
gbby-45g042,42,gbby-45g042.jpg,GBBY 45G/042: Bernie Livergood: Football Player - c1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g042.jpg
gbby-45g043,43,gbby-45g043.jpg,GBBY 45G/043: Bernie Livergood: Football Player - c1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g043.jpg
gbby-45g044,44,gbby-45g044.jpg,GBBY 45G/044: Willie (Red) Maher: Football Player - c1921-1923,1921-1923,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g044.jpg
gbby-45g045,45,gbby-45g045.jpg,GBBY 45G/045: Anthony (Tony) Mazziotti: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g045.jpg
gbby-45g046,46,gbby-45g046.jpg,GBBY 45G/046: Anthony (Tony) Mazziotti: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g046.jpg
gbby-45g047,47,gbby-45g047.jpg,GBBY 45G/047: Bob (?) McGrath: Football Player - c1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g047.jpg
gbby-45g048,48,gbby-45g048.jpg,GBBY 45G/048: George Melinkovich: Football Player - c1931-1934,1931-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g048.jpg
gbby-45g049,49,gbby-45g049.jpg,GBBY 45G/049: George Melinkovich: Football Player - c1931-1934,1931-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g049.jpg
gbby-45g050,50,gbby-45g050.jpg,GBBY 45G/050: Steve Miller: Football Player - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g050.jpg
gbby-45g051,51,gbby-45g051.jpg,GBBY 45G/051: Edgar (Rip) Miller: Football Player - c1922-1924,1922-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g051.jpg
gbby-45g052,52,gbby-45g052.jpg,GBBY 45G/052: Wayne Millner: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g052.jpg
gbby-45g053,53,gbby-45g053.jpg,GBBY 45G/053: Wayne Millner: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g053.jpg
gbby-45g054,54,gbby-45g054.jpg,GBBY 45G/054: Wayne Millner: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g054.jpg
gbby-45g055,55,gbby-45g055.jpg,GBBY 45G/055: Thomas (Tom) Mills: Assistant Football Coach - c1926-1929,1926-1929,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g055.jpg
gbby-45g056,56,gbby-45g056.jpg,GBBY 45G/056: Thomas (Tom) Mills: Assistant Football Coach - c1926-1929,1926-1929,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g056.jpg
gbby-45g057,57,gbby-45g057.jpg,GBBY 45G/057: Tim Murphy: Football Player - c1921-1923,1921-1923,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g057.jpg
gbby-45g058,58,gbby-45g058.jpg,GBBY 45G/058: Martin (Marty) Peters: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g058.jpg
gbby-45g059,59,gbby-45g059.jpg,GBBY 45G/059: Richard (Dick) Pfefferle: Football Player - c1932-1935,1932-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g059.jpg
gbby-45g060,60,gbby-45g060.jpg,GBBY 45G/060: Andrew (Andy) Pilney: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g060.jpg
gbby-45g061,61,gbby-45g061.jpg,GBBY 45G/061: Andrew (Andy) Pilney: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g061.jpg
gbby-45g062,62,gbby-45g062.jpg,GBBY 45G/062: Andrew (Andy) Pilney: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g062.jpg
gbby-45g063,63,gbby-45g063.jpg,GBBY 45G/063: Henry Pojman: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g063.jpg
gbby-45g064,64,gbby-45g064.jpg,GBBY 45G/064: Bob Reagan: Football Player - c1921-1923,1921-1923,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g064.jpg
gbby-45g065,65,gbby-45g065.jpg,GBBY 45G/065: Frank Reese: Football Player - c1921-1924,1921-1924,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g065.jpg
gbby-45g066,66,gbby-45g066.jpg,GBBY 45G/066: Jack Robinson: Football Player - c1932-1934,1932-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g066.jpg
gbby-45g067,67,gbby-45g067.jpg,GBBY 45G/067: Matt Ronzone: Football Player - c1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g067.jpg
gbby-45g068,68,gbby-45g068.jpg,GBBY 45G/068: Rocco Schiralli: Football Player - c1932-1934,1932-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g068.jpg
gbby-45g069,69,gbby-45g069.jpg,GBBY 45G/069: Paul Schrenker: Football Player - c1933-1934,1933-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g069.jpg
gbby-45g070,70,gbby-45g070.jpg,GBBY 45G/070: William (Bill) Shakespeare: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g070.jpg
gbby-45g071,71,gbby-45g071.jpg,GBBY 45G/071: William (Bill) Shakespeare: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g071.jpg
gbby-45g072,72,gbby-45g072.jpg,GBBY 45G/072: William (Bill) Shakespeare: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g072.jpg
gbby-45g073,73,gbby-45g073.jpg,GBBY 45G/073: William (Bill) Shakespeare: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g073.jpg
gbby-45g074,74,gbby-45g074.jpg,GBBY 45G/074: Richard (Dick) Shamla: Football Player - c1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g074.jpg
gbby-45g075,75,gbby-45g075.jpg,GBBY 45G/075: William (Bill) Smith: Football Player - c1933-1934,1933-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g075.jpg
gbby-45g076,76,gbby-45g076.jpg,GBBY 45G/076: William (Bill) Smith: Football Player - c1933-1934,1933-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g076.jpg
gbby-45g077,77,gbby-45g077.jpg,GBBY 45G/077: William (Bill) Smith: Football Player - c1933-1934,1933-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g077.jpg
gbby-45g078,78,gbby-45g078.jpg,GBBY 45G/078: Frederick Solari: Football Player - c1933-1935,1933-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g078.jpg
gbby-45g079,79,gbby-45g079.jpg,GBBY 45G/079: Augustus (Gus) Stange: Football Player - c1922-1923,1922-1923,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g079.jpg
gbby-45g080,80,gbby-45g080.jpg,GBBY 45G/080: William (Bill) Steinkemper: Football Player - c1934-1936,1934-1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g080.jpg
gbby-45g081,81,gbby-45g081.jpg,GBBY 45G/081: William (Bill) Steinkemper: Football Player - c1934-1936,1934-1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g081.jpg
gbby-45g082,82,gbby-45g082.jpg,GBBY 45G/082: Joseph (Joe) Sullivan: Football Player - c1933-1934,1933-1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g082.jpg
gbby-45g083,83,gbby-45g083.jpg,GBBY 45G/083: Matthew Thernes: Football Player - c1934-1935,1934-1935,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g083.jpg
gbby-45g084,84,gbby-45g084.jpg,GBBY 45G/084: Gerard Van Wagner: Football Player - c1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g084.jpg
gbby-45g085,85,gbby-45g085.jpg,GBBY 45G/085: George Vergara: Football Player - c1922-1923,1922-1923,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g085.jpg
gbby-45g086,86,gbby-45g086.jpg,GBBY 45G/086: Adam Walsh: Football Player - 1923,1923,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g086.jpg
gbby-45g087,87,gbby-45g087.jpg,GBBY 45G/087: Robert (Bob) Wilkie: Football Player - c1934-1936,1934-1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g087.jpg
gbby-45g088,88,gbby-45g088.jpg,GBBY 45G/088: Robert (Bob) Wilkie: Football Player - c1934-1936,1934-1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g088.jpg
gbby-45g089,89,gbby-45g089.jpg,GBBY 45G/089: Robert (Bob) Wilkie: Football Player - c1934-1936,1934-1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g089.jpg
gbby-45g090,90,gbby-45g090.jpg,GBBY 45G/090: Elmer Zenner: Football Player - c1935-1936,1935-1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g090.jpg
gbby-45g091,91,gbby-45g091.jpg,GBBY 45G/091: Joseph (Joe) Zwers: Football Player - c1935-1937,1935-1937,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g091.jpg
gbby-45g092,92,gbby-45g092.jpg,GBBY 45G/092: Freshman Football Team photos - 1923,1923,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g092.jpg
gbby-45g093,93,gbby-45g093.jpg,GBBY 45G/093: Freshman Football Team photos - 1923,1923,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g093.jpg
gbby-45g094,94,gbby-45g094.jpg,GBBY 45G/094: Freshman Football Team photos - 1923,1923,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g094.jpg
gbby-45g095,95,gbby-45g095.jpg,GBBY 45G/095: Football Game Scene (Unidentified game) - 1923,1923,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g095.jpg
gbby-45g096,96,gbby-45g096.jpg,GBBY 45G/096: Football Game Scene - 1930?,1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g096.jpg
gbby-45g097,97,gbby-45g097.jpg,GBBY 45G/097: Football Game Scene - c1920s,1920s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g097.jpg
gbby-45g098,98,gbby-45g098.jpg,"GBBY 45G/098: Football Game Scene [this photo was published in the 1931 Dome yearbook, page 329] - 1930",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g098.jpg
gbby-45g099,99,gbby-45g099.jpg,GBBY 45G/099: Football Game Scene - Notre Dame vs. Pennsylvania? - 1930?,1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g099.jpg
gbby-45g100,100,gbby-45g100.jpg,GBBY 45G/100: Football Game Scene - Notre Dame vs. Pennsylvania? - 1930?,1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g100.jpg
gbby-45g101,101,gbby-45g101.jpg,GBBY 45G/101: Football Game Scene - Notre Dame vs. Pennsylvania - 1930/1108,1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g101.jpg
gbby-45g102,102,gbby-45g102.jpg,"GBBY 45G/102: Football Game Scene - Dedication of Notre Dame Stadium, Notre Dame vs. Navy - Former Football Coach Frank Hering Giving the Dedication Address - 1930/1011",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g102.jpg
gbby-45g103,103,gbby-45g103.jpg,"GBBY 45G/103: Football Game Scene - Dedication of Notre Dame Stadium, Notre Dame vs. Navy - Knute Rockne at Trophy Presentation - 1930/1011",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g103.jpg
gbby-45g104,104,gbby-45g104.jpg,"GBBY 45G/104: Football Game Scene - Dedication of Notre Dame Stadium, Notre Dame vs. Navy - Knute Rockne holding a Trophy - 1930/1011",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g104.jpg
gbby-45g105,105,gbby-45g105.jpg,"GBBY 45G/105: Football Game Scene - Dedication of Notre Dame Stadium, Notre Dame vs. Navy - Flag Raising Ceremony - 1930/1011",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g105.jpg
gbby-45g106,106,gbby-45g106.jpg,"GBBY 45G/106: Football Game Scene - Dedication of Notre Dame Stadium, Notre Dame vs. Navy - Former Football Coach Frank Hering Giving the Dedication Address - 1930/1011",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g106.jpg
gbby-45g107,107,gbby-45g107.jpg,"GBBY 45G/107: Football Game Scene - Dedication of Notre Dame Stadium, Notre Dame vs. Navy - Navy Officials and Rev. Charles O'Donnell - 1930/1011",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g107.jpg
gbby-45g108,108,gbby-45g108.jpg,"GBBY 45G/108: Football Game Scene - Dedication of Notre Dame Stadium, Notre Dame vs. Navy - Navy Officials - 1930/1011",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g108.jpg
gbby-45g109,109,gbby-45g109.jpg,"GBBY 45G/109: Football Game Scene - Dedication of Notre Dame Stadium, Notre Dame vs. Navy - Notre Dame Marching Band on Field - 1930/1011",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g109.jpg
gbby-45g110,110,gbby-45g110.jpg,"GBBY 45G/110: Football Game Scene - Dedication of Notre Dame Stadium, Notre Dame vs. Navy - Navy Team Goat Mascot - 1930/1011",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g110.jpg
gbby-45g111,111,gbby-45g111.jpg,"GBBY 45G/111: Football Game Scene - Dedication of Notre Dame Stadium, Notre Dame vs. Navy - Notre Dame Mascot? Irish Setter Dog - 1930/1011",1930,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g111.jpg
gbby-45g112,112,gbby-45g112.jpg,GBBY 45G/112: Football Game Scene (Unidentified Game) - 1931,1931,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g112.jpg
gbby-45g113,113,gbby-45g113.jpg,GBBY 45G/113: Football Game Scene (Unidentified Game) - 1931,1931,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g113.jpg
gbby-45g114,114,gbby-45g114.jpg,GBBY 45G/114: Football Game Scene (Unidentified Game) - 1931,1931,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g114.jpg
gbby-45g115,115,gbby-45g115.jpg,GBBY 45G/115: Football Game Scene (Unidentified Game) - 1931,1931,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g115.jpg
gbby-45g116,116,gbby-45g116.jpg,GBBY 45G/116: Football Game Scene - Notre Dame vs. Texas - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g116.jpg
gbby-45g117,117,gbby-45g117.jpg,GBBY 45G/117: Football Game Scene - Notre Dame vs. Texas - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g117.jpg
gbby-45g118,118,gbby-45g118.jpg,GBBY 45G/118: Football Game Scene - Notre Dame vs. Texas - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g118.jpg
gbby-45g119,119,gbby-45g119.jpg,GBBY 45G/119: Football Game Scene - Notre Dame vs. Texas - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g119.jpg
gbby-45g120,120,gbby-45g120.jpg,GBBY 45G/120: Football Game Scene - Notre Dame vs. Texas - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g120.jpg
gbby-45g121,121,gbby-45g121.jpg,GBBY 45G/121: Football Game Scene - Notre Dame vs. Texas - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g121.jpg
gbby-45g122,122,gbby-45g122.jpg,GBBY 45G/122: Football Game Scene - Notre Dame vs. Texas - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g122.jpg
gbby-45g123,123,gbby-45g123.jpg,GBBY 45G/123: Football Game Scene - Notre Dame vs. Texas - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g123.jpg
gbby-45g124,124,gbby-45g124.jpg,GBBY 45G/124: Football Game Scene - Notre Dame vs. Texas - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g124.jpg
gbby-45g125,125,gbby-45g125.jpg,GBBY 45G/125: Football Game Scene - Notre Dame vs. Texas - Francis (Mike) Layden - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g125.jpg
gbby-45g126,126,gbby-45g126.jpg,GBBY 45G/126: Football Game Scene - Notre Dame vs. Texas - 1934,1934,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g126.jpg
gbby-45g127,127,gbby-45g127.jpg,GBBY 45G/127: Football Game Scene vs. Northwestern - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g127.jpg
gbby-45g128,128,gbby-45g128.jpg,GBBY 45G/128: Football Game Scene vs. Northwestern - c1930s,1930s,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g128.jpg
gbby-45g129,129,gbby-45g129.jpg,GBBY 45G/129: Football Game Scene - Notre Dame vs. Ohio State - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g129.jpg
gbby-45g130,130,gbby-45g130.jpg,GBBY 45G/130: Football Game Scene - Notre Dame vs. Ohio State - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g130.jpg
gbby-45g131,131,gbby-45g131.jpg,GBBY 45G/131: Football Game Scene - Notre Dame vs. Ohio State - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g131.jpg
gbby-45g132,132,gbby-45g132.jpg,GBBY 45G/132: Football Game Scene - Notre Dame vs. Ohio State - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g132.jpg
gbby-45g133,133,gbby-45g133.jpg,GBBY 45G/133: Football Game Scene - Notre Dame vs. Ohio State - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g133.jpg
gbby-45g134,134,gbby-45g134.jpg,GBBY 45G/134: Football Game Scene - Notre Dame vs. Ohio State - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g134.jpg
gbby-45g135,135,gbby-45g135.jpg,GBBY 45G/135: Football Game Scene - Notre Dame vs. Ohio State - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g135.jpg
gbby-45g136,136,gbby-45g136.jpg,GBBY 45G/136: Football Game Scene - Notre Dame vs. Ohio State - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g136.jpg
gbby-45g137,137,gbby-45g137.jpg,GBBY 45G/137: Football Game Scene - Notre Dame vs. Carnegie Tech - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g137.jpg
gbby-45g138,138,gbby-45g138.jpg,GBBY 45G/138: Football Game Scene - Notre Dame vs. Carnegie Tech - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g138.jpg
gbby-45g139,139,gbby-45g139.jpg,GBBY 45G/139: Football Game Scene - Notre Dame vs. Carnegie Tech - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g139.jpg
gbby-45g140,140,gbby-45g140.jpg,GBBY 45G/140: Football Game Scene - Notre Dame vs. Carnegie Tech - 1936,1936,glass plate negative,http://archives.nd.edu/Bagby/GBBY-45g140.jpg
